"","datetime","city","country","shape"
"52222",1972-06-01,"two egg mariana",NA,"circle"
"58344",2010-06-29,"culpeper county","us","cigar"
"79079",2007-08-04,"rochester","us","circle"
"25846",2009-12-07,"marathon","us","fireball"
"15321",2005-11-30,"gage","us","light"
"47306",2009-05-15,"livermore","us","light"
"5418",2008-10-27,"blossom","us","sphere"
"10712",2013-11-15,"wisconsin dells","us","unknown"
"86601",2010-09-28,"safford","us","unknown"
"44685",1996-04-05,"san diego","us",NA
"27773",2002-01-07,"prince frederick","us","light"
"7142",2002-10-05,"texas (ne)",NA,"cylinder"
"57473",2004-06-25,"glastonbury festival (uk/england)",NA,"cylinder"
"34237",1998-03-12,"emley moor&#44 huddersfield&#44 west yorks (uk/england)",NA,"disk"
"44182",1999-04-30,"novato","us","fireball"
"37910",1997-03-30,"cobleskill","us","light"
"78451",2003-08-31,"bolton (canada)","ca","other"
"14340",2008-11-25,"westmont","us","rectangle"
"55838",2013-06-19,"fairmont","us","unknown"
"81883",2009-09-12,"mossyrock","us",NA
"28363",2003-02-10,"medan (indonesia)",NA,"fireball"
"71054",2011-07-09,"milwaukee","us","formation"
"22448",2007-12-24,"lakewood","us","light"
"57906",2005-06-27,"kill devil hills","us","sphere"
"8208",1991-01-10,"ft. resolution (near) (nwt) canada)",NA,"unknown"
"27107",2012-01-03,"oswego","us","sphere"
"17683",2001-11-08,"vienna/williamstown",NA,"unknown"
"47295",2009-05-15,"lakewood ranch",NA,"other"
"51295",2008-05-08,"irvine","us","circle"
"34895",2013-03-14,"arcadia","us","fireball"
"55614",1996-06-19,"bremerton","us",NA
"52643",1988-06-01,"tamarac","us","egg"
"47206",2005-05-15,"troy","us","light"
"26904",2013-01-31,"san jose","us","unknown"
"30165",1996-02-18,"gainesville","us","diamond"
"50186",2009-05-31,"london (uk/england)","gb","circle"
"57252",2008-06-24,"sun prairie/madison",NA,"light"
"19593",2000-12-12,"greenville","us","light"
"74125",2013-08-15,"sterling heights","us","light"
"72067",2000-08-01,"newcastle-upon-tyne (uk/england)",NA,"light"
"7895",2011-10-08,"kennewick","us","changing"
"9608",2001-11-12,"phoenix","us","changing"
"17250",1998-11-07,"sweetwater","us","changing"
"30135",2013-02-17,"chester","us","changing"
"43839",2004-04-28,"west des moines","us","changing"
"45225",2014-04-07,"provo","us","changing"
"15852",2014-01-13,"clarksburg","us","cigar"
"15896",2000-01-14,"york mills/leslie (over the intersections of) (canada)",NA,"cigar"
"15912",2001-11-04,"dublin","us","cigar"
"15929",2003-01-14,"boise","us","cigar"
"16110",2010-11-04,"paragould","us","cigar"
"16146",2012-01-14,"manchester","us","cigar"
"29383",2009-02-14,"smyrna mills/oakfield/island falls&#44 and patten",NA,"cigar"
"29450",2014-02-14,"chesnee","us","cigar"
"52288",NA,"napa","us","cigar"
"54247",1978-06-15,"lowell","us","cigar"
"17357",2004-11-07,"zimmerman",NA,"circle"
"34917",1967-03-15,"san angelo","us","circle"
"37421",1997-03-27,"toledo","us","circle"
"46564",2013-05-12,"salem","us","circle"
"52413",1978-06-01,"fort hood",NA,"circle"
"57187",2003-06-24,"conway","us","circle"
"86671",2013-09-28,"athens","us","circle"
"43594",1998-04-27,"dahab (near) (egypt)",NA,"cone"
"26933",2014-01-31,"anchorage","us","cylinder"
"62357",2011-07-13,"goshen","us","cylinder"
"77952",2001-08-29,"vancouver (canada)","ca","cylinder"
"78045",2009-08-29,"huntersville","us","cylinder"
"25791",2007-12-07,"farmington","us","diamond"
"585",1976-10-01,"hartville","us","disk"
"1987",1981-10-15,"clark county (rural)",NA,"disk"
"18855",2009-12-10,"spring hill","us","disk"
"86008",2013-09-25,"marin/san rafael",NA,"disk"
"70111",2008-07-06,"san antonio","us","egg"
"2141",1998-10-15,"houston","us","fireball"
"3532",2003-10-20,"clayton","us","fireball"
"3535",2003-10-20,"jacksonville","us","fireball"
"35776",2011-03-18,"glendale","us","fireball"
"55789",2010-06-19,"pottsville","us","fireball"
"60105",1998-06-07,"chesterfield","us","fireball"
"80422",2005-08-09,"new smyrna beach","us","fireball"
"760",2002-10-01,"hong kong",NA,"formation"
"3966",1988-10-02,"fishkill","us","formation"
"3043",2004-10-18,"hampton bays","us","light"
"7457",2010-10-06,"palm bear lake (canada)",NA,"light"
"18061",2013-11-08,"antioch","us","light"
"18697",1976-12-10,"sydney (nsw&#44 australia)","au","light"
"26134",2006-12-08,"hampton city",NA,"light"
"26516",2009-01-29,"eastland","us","light"
"29230",2013-02-13,"newnan","us","light"
"40296",2005-04-12,"malaga (spain)",NA,"light"
"44552",2004-04-04,"wenatchee","us","light"
"49342",2010-05-26,"torquay (devonshire) (uk/england)","gb","light"
"53775",2004-06-14,"phoenix","us","light"
"66542",2001-07-26,"santa rosa","us","light"
"67128",2007-07-28,"sacramento (180 mi. s of; on interstate 5)","us","light"
"70975",2006-07-09,"san dimas","us","light"
"81565",2009-09-01,"peotone","us","light"
"81794",2003-09-12,"beach city","us","light"
"82120",2007-09-13,"somerset (uk/england)k",NA,"light"
"83872",2003-09-19,"hartsel","us","light"
"83881",2004-09-19,"conway","us","light"
"87110",2005-09-30,"tucson","us","light"
"7684",2010-10-07,"aurora","us","other"
"16048",2008-01-14,"ukiah","us","other"
"21329",1996-12-20,"grenfell (australia)","au","other"
"45680",2000-05-10,"hungary",NA,"other"
"51229",1998-05-08,"midlothian","us","other"
"59051",2006-06-30,"denver","us","other"
"66604",2004-07-26,"hershey (or sutherland)","us","other"
"83589",2002-09-18,"grants pass","us","other"
"13953",2008-11-23,"suva (fiji)",NA,"oval"
"22503",2011-12-24,"henrico","us","oval"
"27860",2009-01-07,"effingham","us","oval"
"48026",1980-05-20,"denver",NA,"oval"
"58135",2009-06-28,"mount holly","us","oval"
"63392",2003-07-15,"helsby-cheshire (uk/england)",NA,"oval"
"69716",2001-07-05,"houston","us","oval"
"86629",2012-09-28,"saint paul","us","rectangle"
"9213",2003-11-01,"oshawa (canada)","ca","sphere"
"27491",2011-01-05,"north highlands","us","sphere"
"27503",2012-01-05,"kennebunk","us","sphere"
"34304",2005-03-12,"hood river","us","sphere"
"61748",2009-07-01,"greensboro","us","sphere"
"58473",1958-06-30,"conyers","us","teardrop"
"73498",1982-08-15,"highland heights","us","teardrop"
"7566",1998-10-07,"gonzales","us","triangle"
"27887",2012-01-07,"hagerstown","us","triangle"
"41124",2009-04-15,"tulsa","us","triangle"
"72103",2002-08-01,"rancho santa fe","us","triangle"
"723",1999-10-01,"new york city (manhattan)","us","unknown"
"15756",2012-01-13,"malone","us","unknown"
"25880",2011-12-07,"doyleville","us","unknown"
"48102",2002-05-20,"butte","us","unknown"
"75728",2004-08-21,"frankfort","us","unknown"
"25814",2008-12-07,NA,NA,NA
"29051",2011-02-12,"palos verdes",NA,NA
"74598",2012-08-17,"warwick (6 miles north of)","us",NA
"76655",1996-08-24,"osborne","us",NA
"31830",2006-02-26,"avalon","us","cone"
"49614",2002-05-28,"wichita","us","triangle"
"4638",2013-10-23,"scottsdale","us","other"
"41978",2013-04-19,"new durham","us","unknown"
"16069",2009-01-14,"winder","us","cigar"
"27314",2013-01-04,"sioux falls","us","disk"
"59175",2011-06-30,"salem","us","egg"
"46746",1984-05-14,"los angeles","us","disk"
"50459",2002-05-04,"long island",NA,"egg"
"20653",1996-12-17,"bellingham","us",NA
"82597",1979-09-15,"east new york",NA,"disk"
"66516",1995-07-26,"toronto (canada)","ca","formation"
"86364",2008-09-27,"castle rock","us","light"
"15075",1998-11-29,"yallingup (western australia)","au","other"
"58269",2003-06-29,"isle la motte","us","light"
"65409",2010-07-02,"aurora","us","oval"
"83132",2001-09-16,"morristown","us","triangle"
"680",1996-10-01,"west houston (greenridge @ westiemer rd.; near galleria)","us","formation"
"19068",2013-12-11,"dane","us","formation"
"47902",2006-05-19,"canton","us","oval"
"863",2005-10-01,"laurelville","us","unknown"
"7873",2010-10-08,"deltona","us","light"
"28225",2009-01-09,"palm beach","us","light"
"44818",2012-04-05,"sharon","us","light"
"70912",2002-07-09,"bel air","us","triangle"
"47998",2013-05-19,"paso robles","us","rectangle"
"44699",1999-04-05,"pullman","us","light"
"61885",1977-07-12,"des moines","us","triangle"
"3536",2003-10-20,"macon","us","fireball"
"24108",2012-12-31,"tempe","us","fireball"
"83836",2002-09-19,"palo alto","us","other"
"17824",2006-11-08,"monterey","us","sphere"
"12692",2014-01-01,"tucson","us","light"
"15715",2011-11-03,"englewood","us","circle"
"48439",1999-05-02,"chicago (about 50 miles south of&#44 i-55 south)","us","other"
"49044",2013-05-24,"luverne (near)","us","other"
"31876",2011-02-26,"valrico","us","fireball"
"41277",2004-04-16,"belstville",NA,"fireball"
"3704",2012-10-20,"cranberry twp.",NA,"light"
"4852",2013-10-24,"bellingham","us","light"
"19230",2001-12-01,"st. peter","us","light"
"32222",2011-02-28,"lexington","us","light"
"35122",2003-03-15,"smyrna","us","light"
"58430",1947-06-30,"baltimore","us","oval"
"4579",2011-10-23,"wasilla","us","sphere"
"25028",2002-12-05,"folsom (over/cameron park)","us","triangle"
"55047",2005-06-16,"blue mound","us","triangle"
"27937",1996-01-08,"wenatchee","us",NA
"85578",1996-09-24,"smithport","us",NA
"71481",1981-08-11,"murray","us","unknown"
"68182",2010-07-03,"new london (near)","us","light"
"6483",2005-10-31,"northridge","us","chevron"
"29789",1992-02-16,"windsor","us","egg"
"39900",2014-04-11,"west los angeles","us","other"
"46416",2001-05-12,"los angeles (50 ne of)","us","light"
"54560",1997-06-15,"westport","us","other"
"64238",2001-07-18,"utah (south west)",NA,"unknown"
"4989",2007-10-25,"denver","us","changing"
"12316",2008-01-01,"seattle","us","changing"
"16740",2012-11-05,"glastonbury","us","changing"
"29565",1999-02-15,"phoenix","us","changing"
"32211",2010-02-28,"silverdale","us","changing"
"34040",2004-03-01,"anaheim","us","changing"
"50873",1999-05-06,"delhi","us","changing"
"76749",2005-08-24,"santa barbara","us","changing"
"83441",2009-09-17,"brownsdale","us","changing"
"25573",2012-12-06,"philadelphia","us","chevron"
"80402",2003-08-09,"doncaster (uk/england)","gb","chevron"
"5356",2002-10-27,"dundee (uk/scotland)","gb","cigar"
"10601",2008-11-15,"bellingham-lummi",NA,"cigar"
"10956",2001-11-16,"north hollywood","us","cigar"
"76003",2005-08-02,"exeter","us","cigar"
"82638",1987-09-15,"liverpool","us","cigar"
"892",2006-10-01,"pullman","us","circle"
"2946",2013-10-17,"holgate (lbi)","us","circle"
"15296",2003-11-30,"san diego","us","circle"
"17406",2006-01-17,"bellevue","us","circle"
"19273",2003-12-01,"gilbert","us","circle"
"21856",2009-01-22,"melbourne (australia)","au","circle"
"35478",2013-03-16,"wasilla","us","circle"
"38748",2014-03-05,"peoria","us","circle"
"54445",1993-06-15,"newport news","us","circle"
"55541",2010-06-18,"sherman","us","circle"
"62676",2012-07-14,"jennings","us","circle"
"65612",2007-07-22,"austin","us","circle"
"66203",1971-07-25,"puyallup","us","circle"
"68998",2010-07-04,"franklin","us","circle"
"71731",2012-08-11,"aurora","us","circle"
"73631",1996-08-15,"lubbock","us","circle"
"76033",2008-08-02,"rockford/loves park",NA,"circle"
"76550",2009-08-23,"tustin","us","circle"
"80688",2005-09-10,"toronto (canada)","ca","circle"
"86246",2013-09-26,"north myrtle beach","us","circle"
"88013",2003-09-06,"kearny","us","circle"
"88795",2010-09-09,"lake panasoffkee","us","circle"
"36261",2000-03-21,"dickson","us","cylinder"
"37476",2005-03-27,"larned","us","cylinder"
"74285",2007-08-16,"mars hill","us","cylinder"
"79537",2003-08-06,"littleton","us","cylinder"
"79539",2003-08-06,"greeley","us","cylinder"
"1354",1996-10-13,"odessa","us","diamond"
"19062",2012-12-11,"fords","us","diamond"
"22185",2004-12-23,"chatsworth","us","diamond"
"42814",2013-04-22,"memphis","us","diamond"
"80868",1998-09-11,"roswell","us","diamond"
"5571",2002-10-28,"lisbon","us","disk"
"20073",2006-12-14,"unadilla","us","disk"
"20086",2007-12-14,"braintree",NA,"disk"
"31299",1999-02-23,"clarkdale","us","disk"
"32595",2010-02-04,"spencerport","us","disk"
"34291",2004-03-12,"redmond","us","disk"
"49790",2002-05-29,"sedona","us","disk"
"56813",2013-06-22,"fishers","us","disk"
"64757",1997-07-20,"hopewell","us","disk"
"64762",1998-07-20,"ogden (northeast of)","us","disk"
"65632",2008-07-22,"maryhill","us","disk"
"66695",2012-07-26,"gatineau (canada)","ca","disk"
"68609",2003-07-04,"san diego","us","disk"
"80091",2000-08-08,"canton","us","disk"
"80141",2004-08-08,"melbourne (vic&#44 australia)","au","disk"
"83964",2009-09-19,"auburn","us","disk"
"87419",2011-09-03,"freedom","us","egg"
"5608",2005-10-28,"st. louis","us","fireball"
"5691",2010-10-28,"gaffney","us","fireball"
"5730",2012-10-28,"houston","us","fireball"
"10868",1999-11-16,"west chester","us","fireball"
"11903",2012-11-19,"chapmanville","us","fireball"
"13769",2012-11-22,"albuquerque","us","fireball"
"14639",2000-11-27,"morganton","us","fireball"
"20116",2011-12-14,"manchester (uk/england)","gb","fireball"
"23986",2010-12-31,"lewisburg","us","fireball"
"26291",2013-12-08,"satellite beach","us","fireball"
"36861",2009-03-23,"berlin (germany)","de","fireball"
"63201",1997-07-15,"las cruces","us","fireball"
"68754",2007-07-04,"hutchinson","us","fireball"
"78843",2009-08-03,"powell","us","fireball"
"87309",2004-09-03,"hegins","us","fireball"
"87708",2013-09-04,"campbell","us","fireball"
"88836",2012-09-09,"jackson","us","fireball"
"50483",2005-05-04,"milford (between cities)","us","flash"
"57605",2013-06-25,"arkdale","us","flash"
"80820",2012-09-10,"stony brook","us","flash"
"17057",2009-01-16,"bakersfield","us","formation"
"25358",1999-01-26,"humble","us","formation"
"58265",2003-06-29,"shoreham (uk/england)","gb","formation"
"65977",1988-07-24,"hong kong",NA,"formation"
"83620",2004-09-18,"buffalo","us","formation"
"86107",2005-09-26,"ellsworth","us","formation"
"88229",2003-09-07,"weehawken","us","formation"
"3062",2006-10-18,"memphis","us","light"
"5499",2013-10-27,"moorhead","us","light"
"5646",2007-10-28,"tarentum","us","light"
"9372",2009-01-11,"kelowna (canada)","ca","light"
"11030",2007-11-16,"rogers","us","light"
"13574",1969-11-22,"kenai","us","light"
"15551",2004-11-03,"elizabethton","us","light"
"16163",2012-01-14,"dallas","us","light"
"18167",2002-11-09,"tucson","us","light"
"20519",2004-12-16,"veedersburg","us","light"
"20524",2004-12-16,"farmers","us","light"
"21054",2010-12-19,"joelton","us","light"
"21285",2014-01-02,"tarzana","us","light"
"21393",2006-12-20,"cambridge (canada)","ca","light"
"23300",2005-12-28,"orlando","us","light"
"24264",2000-12-03,"dallas","us","light"
"28594",2009-02-11,"kelso","us","light"
"29334",2004-02-14,"parsippany","us","light"
"30778",2009-02-21,"toronto (canada)","ca","light"
"32429",2012-02-03,"federal way","us","light"
"33227",2007-02-08,"lincoln",NA,"light"
"34228",1997-03-12,"glendale (ssw of)","us","light"
"34365",2010-03-12,"ogden","us","light"
"37134",2004-03-25,"avondale","us","light"
"38219",2012-03-31,"kecskem&eacute;t (hungary)",NA,"light"
"38453",2001-03-04,"pewsey (uk/england)","gb","light"
"38735",2013-03-05,"bakersfield","us","light"
"39920",2014-04-11,"north plainfield","us","light"
"39928",1961-04-01,"shenandoah","us","light"
"40483",2005-04-13,"katy","us","light"
"41813",2014-04-18,"chico","us","light"
"42712",2005-04-22,"hitchcock","us","light"
"42834",2014-04-22,"craig","us","light"
"43228",2014-04-24,"walnut","us","light"
"43488",2008-04-26,"seattle","us","light"
"43713",2013-04-27,"conway","us","light"
"46304",2012-05-01,"mchenry","us","light"
"46344",2014-05-01,"mclean","us","light"
"46399",1999-05-12,"douglason",NA,"light"
"50088",2013-05-30,"ottawa (canada)","ca","light"
"50501",2007-05-04,"syracuse","us","light"
"51950",2011-06-11,"wheeling","us","light"
"62111",NA,"somerset","us","light"
"72153",2005-08-01,"berwyn","us","light"
"72579",2009-08-12,"east brunswick","us","light"
"72932",2010-08-13,"durango","us","light"
"73226",2010-08-14,"caledon (from brampton) (canada)","ca","light"
"73630",1996-08-15,"burlington","us","light"
"74205",2002-08-16,"seattle","us","light"
"75065",2005-08-19,"grand rapids","us","light"
"75185",2012-08-19,"carefree","us","light"
"75186",2012-08-19,"hollister","us","light"
"76622",2013-08-23,"unity township",NA,"light"
"77524",2006-08-27,"blackpool (uk/england)","gb","light"
"78954",1994-08-04,"salt lake city","us","light"
"82847",2003-09-15,"north myrtle beach","us","light"
"83414",2007-09-17,"vermont","us","light"
"85097",2004-09-22,"coloma","us","light"
"1000",2010-10-01,"dallas","us","other"
"6250",1991-10-31,"willow grove","us","other"
"7451",2009-10-06,"tinley park","us","other"
"10583",2007-11-15,"staunton","us","other"
"26573",2012-12-09,"rockport","us","other"
"44341",1997-04-03,"port wentworth","us","other"
"46247",2007-05-01,"china",NA,"other"
"46821",2007-05-14,"muskegon","us","other"
"58504",1963-06-30,"zebulon","us","other"
"76210",2002-08-22,"yelm","us","other"
"77210",2013-08-25,"weaverville","us","other"
"77563",2008-08-27,"langhorne","us","other"
"1308",2013-10-12,"grain valley","us","oval"
"9177",2002-01-11,"oklahoma city","us","oval"
"9969",2012-11-13,"winchester","us","oval"
"34370",2011-03-12,"santa cruz","us","oval"
"525",1956-10-01,"newport","us","rectangle"
"6657",1996-10-03,"santa fe","us","rectangle"
"16697",2010-01-15,"plainville","us","rectangle"
"81017",2006-09-11,"boise","us","rectangle"
"83667",2008-09-18,"north conway","us","rectangle"
"2670",2011-10-16,"rosamond","us","sphere"
"3055",2005-10-18,"hillsboro","us","sphere"
"8150",2012-10-09,"lake oswego","us","sphere"
"26812",2003-01-31,"pinellas park","us","sphere"
"28694",1997-02-01,"elizabeth","us","sphere"
"55112",2011-06-16,"oak harbor","us","sphere"
"56315",2008-06-21,"chicago","us","sphere"
"57880",2003-06-27,"st. george","us","sphere"
"68793",2008-07-04,"lincoln park","us","sphere"
"70355",2000-07-07,"frederick","us","sphere"
"50891",2001-05-06,"everett","us","teardrop"
"2224",2001-10-15,"valdese","us","triangle"
"3243",2004-10-19,"west bridgewater","us","triangle"
"3281",2008-10-19,"minot","us","triangle"
"5819",2003-10-29,"russellville","us","triangle"
"10634",2010-11-15,"sioux falls","us","triangle"
"18198",2005-11-09,"norman","us","triangle"
"21775",2005-12-02,"burney","us","triangle"
"24409",2008-01-23,"mokena","us","triangle"
"27932",1978-01-08,"cardiff (uk/wales)","gb","triangle"
"40129",2007-04-01,"greenwood","us","triangle"
"41906",2007-04-19,"st. clair shores",NA,"triangle"
"51254",2004-05-08,"ona","us","triangle"
"55184",2013-06-16,"sioux city","us","triangle"
"67550",2002-07-30,"beloit","us","triangle"
